age	mileage	price
3	135521	30153
15	171554	8011
8	459525	3784
16	319008	500
5	496	27284
10	362803	6203
10	139939	18693
14	41818	15573
4	408665	11423
11	321197	4604
13	134791	11012
2	322641	17613
1	395828	17448
6	131196	24798
4	492751	7377
5	326719	12435
4	404706	12796
8	192462	14033
11	272263	6778
4	282577	19107
14	255289	4113
11	7211	21020
9	479036	3178
5	240197	16654
8	464516	6757
7	259315	13998
15	318464	500
5	336050	18757
5	35391	28572
9	133295	19114
8	125710	24019
7	197166	17998
1	361045	16081
8	136036	19899
1	323512	22162
20	104266	1449
5	305063	19523
11	274453	7359
7	342748	7872
10	166118	15501
10	261102	12057
12	424695	500
1	370409	16013
7	134344	25020
12	459180	500
11	101063	16876
4	16477	32414
11	403567	4219
9	282197	9956
10	457486	1776
7	106378	24925
10	55244	22185
1	185977	27867
11	285810	7609
11	13909	18517
16	258807	2597
7	202560	18409
15	78167	13059
4	428858	12287
6	448347	6991
19	403558	500
1	239466	23579
15	159249	7818
3	402311	16039
7	64357	26411
1	27487	38325
15	301201	1753
22	226339	500
5	323833	14740
7	381709	9302
10	228547	11609
10	265776	12289
11	80812	20707
1	493479	7553
5	368381	13977
8	460145	4989
8	18027	26878
4	369950	14023
11	163758	12172
2	177540	26447
4	206582	23493
1	20051	37435
16	389304	500
12	112734	13841
12	352630	4219
12	83906	19189
12	284452	6544
13	92216	14781
11	415974	2899
14	162083	12378
1	409763	17564
8	226085	14816
17	364067	500
4	49615	30218
4	152644	26962
14	85486	12743
15	115567	8453
5	304785	16145
8	131555	18755
5	411590	9561
11	421220	4997
11	431994	500
3	359289	17476
9	328254	9497
10	461520	721
12	462763	500
13	238725	8993
13	187631	12013
1	216284	27187
1	95782	29445
17	74268	12599
8	319576	12596
2	211744	27106
9	39044	24838
8	6997	27522
9	305410	7816
5	63315	26504
8	90768	21823
8	28151	26356
7	486684	3629
1	283518	19827
1	357625	18885
10	404269	3663
7	195577	16865
12	460468	500
13	89013	14359
21	302413	500
4	301746	15198
9	204884	14032
10	473629	5163
14	171720	9599
19	394753	500
10	483617	2766
12	110347	16866
11	488938	500
19	336085	500
9	356822	7244
5	160554	24621
5	117626	26238
11	417123	2055
6	373390	10862
8	23205	26538
9	456183	500
1	113708	31127
4	386548	13948
10	297486	10630
13	45005	20459
1	310121	22131
11	487718	500
13	221447	6113
1	245447	23004
8	317475	8524
9	420109	2494
9	53718	22506
9	203718	17124
3	318128	20762
11	292741	5380
5	223182	20899
8	196539	16743
14	188071	6892
4	23247	33560
7	433538	6971
6	81963	25685
8	479827	3377
7	224929	15326
14	330980	2238
6	230986	17677
8	10108	27890
1	160766	28573
7	127080	23913
12	281638	9120
5	399381	13474
4	402137	12230
13	385487	2444
4	160508	26106
3	222168	20754
7	47421	25955
2	96404	33698
4	296575	15847
2	366208	21513
14	375167	500
19	375546	500
5	152588	20793
4	81226	30749
15	415364	500
2	352949	16671
3	455344	11545
10	435786	2924
3	77404	32129
3	292174	21823
7	296342	14310
8	262010	13108
1	281374	25366
10	245131	13072
6	284451	17471
3	5385	35458
12	82244	16752
6	33072	31244
10	93110	14994
5	261689	18756
8	495021	2822
16	143434	9499
4	22153	29641
1	496718	14660
16	124949	7980
12	182305	11797
1	10890	37935
1	191042	25947
8	403362	7285
1	217225	23018
1	179563	30734
12	314540	7601
14	455015	500
12	342235	3743
18	478891	500
12	388148	3017
11	196388	13763
6	460216	9308
4	373834	10931
1	150565	26690
13	446823	500
5	76950	25552
4	229500	24968
10	47229	23942
14	44044	19157
12	317057	6436
17	378216	500
4	290637	18249
2	84954	32846
13	373345	500
6	97531	26889
8	198092	19939
8	437580	3056
16	354001	500
1	419364	16861
3	65700	32138
10	453132	500
11	73591	19160
7	270689	13678
6	457862	7336
1	70076	33607
10	382345	3168
9	395010	6039
12	220192	11060
9	60044	22610
9	496769	500
3	300506	20985
1	192311	23703
3	306923	21853
10	188229	17522
12	386668	500
5	240983	21621
12	249425	11316
12	431221	500
6	329380	14090
8	165994	14478
7	109295	26478
13	273528	4449
7	3194	27295
7	25358	26029
12	252529	7720
1	242066	26334
7	466205	5589
12	219892	14147
3	274149	23265
11	49537	20456
8	346720	8775
14	435943	500
4	274246	21406
2	386493	18493
3	231862	21157
13	412103	1246
10	193368	15968
1	281471	20680
1	294146	21419
3	113903	27748
6	384329	8556
17	93611	7922
9	398581	5342
11	148434	13888
5	496560	9276
8	455765	6471
17	26220	12286
1	45340	35634
9	158826	15907
10	472264	1870
11	171813	14166
4	329294	14507
12	230914	9524
17	376480	500
8	187360	15965
3	192575	24039
4	241086	19480
8	495937	500
7	286483	12912
10	302670	6270
11	426212	6045
1	6050	35571
5	376756	13421
14	393087	500
7	469741	3221
13	190147	6533
15	146637	9579
2	88137	33035
10	321313	7224
14	494841	500
16	357603	500
3	336727	16701
3	259191	25213
1	419104	18685
12	38192	18930
15	82967	14286
11	251266	8479
9	212255	12918
15	398749	2734
2	113054	27583
9	58673	24950
14	178157	12820
8	202025	17799
10	323582	9941
7	402307	11515
1	298282	23557
16	320316	500
7	126858	23366
14	121960	8910
12	374011	2185
6	156302	20636
1	431317	18621
16	15892	15507
7	144670	20640
11	124454	16727
6	383378	13151
7	392072	8073
4	226163	22510
6	24965	29220
12	94401	14365
5	50611	25848
13	387565	5095
15	194367	4514
10	348848	3948
12	151210	15157
11	71191	20066
7	81345	25272
15	328715	500
10	30279	21910
6	7841	28041
4	52666	28403
1	146997	30983
12	242248	10350
13	140097	12154
3	411004	12496
12	359551	3384
1	368516	18670
1	452373	16773
7	361619	12461
8	310021	11641
5	157685	26556
6	212386	20341
1	4027	37027
1	9694	34499
3	210392	21718
10	103003	22163
14	419853	500
3	428092	12622
4	244116	17465
5	230274	21052
3	54343	30865
8	458384	2391
8	295784	13340
8	467785	5679
7	406257	8309
2	108780	30443
1	266323	23930
6	173744	21752
10	479395	1243
8	198312	18280
10	218726	12718
13	148774	12316
12	217795	11901
15	47327	15594
12	332462	2272
8	405885	8928
10	81089	19104
8	393827	3974
15	304403	500
11	268313	10728
2	423893	16411
11	438870	500
1	350873	20936
3	315865	17857
6	259469	16158
4	231826	20740
7	413569	7514
13	351091	570
9	68406	22192
7	302130	12867
9	378286	2513
9	455821	1646
11	270876	9138
5	482177	6852
2	20756	35764
7	327905	12511
13	460437	500
9	212658	13391
6	155779	24436
6	383728	10104
15	51286	13490
19	438587	500
8	72229	23801
9	206953	15662
2	231737	27946
14	72606	14173
14	203919	6922
11	471872	500
16	160906	5408
1	188961	31305
10	447402	2031
16	196573	7063
5	207953	20414
9	267812	9430
4	27868	34622
7	210671	18789
6	380984	8456
2	99521	28279
9	11434	26067
1	187696	27953
16	196453	1541
12	163808	12505
7	364304	10099
9	464353	1597
6	167638	21809
1	276998	22186
10	273933	11126
5	103324	26991
4	256681	21002
10	173763	16246
3	253549	20621
4	282390	18798
11	270590	11254
10	277988	10838
4	75114	28742
12	284999	4369
2	240023	23702
11	417810	500
2	464248	14390
12	304670	5532
11	413252	2503
4	275428	17467
16	206211	5246
9	24895	24509
17	340169	500
4	149636	24861
7	248545	16673
2	429408	14702
11	199367	13220
3	217757	22507
11	281644	10609
3	313618	17375
2	487007	12526
4	106764	28845
8	236268	13703
1	52998	33347
16	159975	8412
1	252202	22754
14	207700	7112
1	257875	22725
9	36832	22910
6	489330	6853
6	456361	6987
7	28743	25648
6	130708	23951
13	439625	500
3	287738	21178
10	355030	3589
8	110646	23159
2	22791	34164
3	12602	33434
8	136045	18683
4	34697	28493
5	439681	11509
6	437949	4389
8	136416	17834
9	70072	23106
10	440093	3348
13	397444	500
3	120045	27827
26	167851	500
6	165141	18851
18	463808	500
6	15211	27708
17	337578	500
12	101963	14607
3	102457	33471
6	461508	8759
8	43307	24011
6	457698	6687
5	104971	24331
7	22480	26714
8	441883	4597
1	356036	20034
13	355878	500
9	384923	2769
5	248954	20458
9	401474	4989
11	250923	9861
6	156081	22019
7	369943	11272
13	98559	16870
9	343618	10465
9	33769	23908
7	464517	6568
2	355163	17704
15	438025	500
1	499602	13808
7	241372	14286
6	234625	17774
6	409169	10112
9	61569	26922
2	317380	20570
3	123992	28327
8	284702	8749
9	90058	23343
5	241978	19258
3	375233	17594
1	211107	26901
14	126464	11318
4	498173	5591
9	227831	15558
10	346434	6573
1	114038	29135
2	210219	23531
15	445259	500
12	347987	7011
15	351538	500
9	82662	24985
13	267463	1873
1	174174	28449
8	309608	15357
20	148422	1995
5	304695	14549
5	68156	28907
8	382785	8645
11	310927	8215
11	235239	10313
5	109848	27899
1	439822	13623
1	316999	20793
12	440521	798
1	310945	23084
14	48841	13524
13	296569	4832
1	436192	13208
1	198562	31066
13	203933	12199
7	246017	19525
11	328821	8252
9	134534	20927
5	477064	5021
3	169567	27968
6	186223	22122
15	311200	500
4	495463	9593
18	313694	500
7	116027	22001
9	370838	4118
1	292545	21622
4	228885	20652
14	467105	500
5	36601	28743
15	168265	7805
9	156942	15994
9	26540	23287
2	475904	10219
7	349991	11833
13	78469	14955
9	219432	13181
18	363010	500
7	223428	17798
6	91415	23090
14	301952	5110
1	487151	11514
8	57522	22249
3	204221	23281
16	337184	500
5	222037	19455
13	432974	500
9	280141	13490
11	173862	12254
5	47181	29112
5	212738	20190
11	295769	6840
16	149790	6994
13	333296	4069
13	69992	16506
7	303478	14341
7	99411	25162
12	493736	500
6	380160	13075
3	176125	25138
8	402849	6938
9	47676	23407
12	82805	15955
1	19186	37321
12	146219	13947
12	437731	1414
8	459961	4170
13	312725	3624
8	231631	14377
6	84478	23119
2	309916	20198
6	136513	20931
3	263786	21831
12	246380	6941
7	143948	24549
16	143908	4618
5	105596	26634
6	55572	26774
1	266446	23232
10	370300	4680
15	290892	2796
12	281421	7974
7	131651	18099
1	300579	22753
6	70354	25915
12	129456	16175
5	448963	8829
10	115635	14016
6	387977	9183
11	416038	3179
7	193555	15995
4	9299	30234
9	217249	14524
7	131717	25178
7	199811	18343
9	200194	14805
8	298990	14273
9	138998	15829
13	157151	12622
6	391587	12652
5	234490	15034
1	232207	24000
8	187123	19822
7	274165	14445
1	351248	20594
18	177729	3756
5	21027	28671
3	376940	12726
11	441283	500
3	433644	14734
5	276998	16799
5	129920	25866
6	466871	5699
16	148693	6769
5	209981	20716
8	22843	27825
9	257574	11414
2	111567	29693
13	80177	15472
14	65325	17712
8	295679	9778
6	202160	20157
1	248802	24488
11	114688	14684
6	228724	17800
13	4104	19089
18	332584	500
5	143450	27416
13	320896	1417
13	63501	15066
11	307250	6578
13	159823	10667
6	16267	28269
1	493185	14644
4	120724	22596
6	124014	25101
3	441697	16653
10	236544	13946
4	362637	14175
7	456043	6795
18	403087	500
15	57736	14133
16	483940	500
1	51106	38421
8	85047	19875
7	424035	8208
6	376438	9939
6	473097	9045
7	369886	9110
5	108654	23599
11	206481	9961
12	19380	21371
2	35058	37060
10	165935	17609
10	263724	12605
3	366861	15852
1	167014	28527
1	313789	23020
5	191954	18712
11	109123	14676
14	124847	11361
1	353577	15025
1	77480	30699
7	259551	16367
8	415378	3519
7	242580	16020
5	293361	13542
10	103786	19214
1	72613	35570
4	293534	19333
11	391368	500
15	188675	7904
6	101601	26809
11	441824	500
11	491991	500
2	404775	12321
7	137721	21877
5	129841	29431
8	115224	20664
10	455302	1884
9	159861	18464
1	426145	12105
1	152101	30132
13	266698	8079
2	149378	29968
1	277370	22701
14	137836	8731
1	343564	21391
3	99147	29451
6	229700	17911
9	476269	3095
12	326242	5775
13	440750	500
17	5705	12498
7	475263	5443
14	279169	4838
8	297263	11416
14	208050	5686
17	9978	8985
19	455083	500
8	444798	4957
2	49322	33153
8	354327	8996
4	305749	14053
6	34101	31946
11	231513	10258
11	70556	21697
9	9358	24956
2	447766	15089
6	318684	17054
3	57362	31078
14	387982	500
9	136249	17374
4	448791	8913
6	454900	4952
11	353421	4052
2	393304	16077
13	493460	500
5	85847	27019
7	236299	16801
10	107696	21717
3	273784	17152
13	457714	500
3	490848	10938
4	415062	12852
8	237348	18396
13	496571	500
9	285817	9133
12	240691	5174
12	472958	500
6	17358	28333
1	281027	24649
5	33899	32494
5	84476	27005
1	354129	24188
3	156617	27895
10	373398	5780
14	100750	13161
14	378967	500
4	485700	8594
1	65749	34662
12	212795	12612
12	282842	2618
6	102025	23962
13	39799	20970
9	51923	20666
5	487753	4941
11	28707	17409
7	361885	10300
11	43280	18539
2	314827	18294
11	475319	500
6	160381	21300
4	195412	26936
20	140255	2684
13	79253	17858
11	450514	500
2	342980	19019
16	480821	500
1	323907	18756
6	149231	23130
8	243457	14071
2	262811	24694
16	372537	500
12	73652	14795
9	88007	21315
10	431264	1122
9	92358	20740
16	350692	500
6	261499	18739
8	110432	19521
12	478406	500
5	343032	15890
11	56846	18551
1	400869	16191
12	117940	17615
15	487440	500
1	407933	17359
6	263232	14676
8	122289	18754
14	438788	500
17	320997	500
11	303695	6033
11	402365	5423
1	13833	39625
1	444534	11487
14	126026	10970
8	16603	25989
12	34536	16994
1	235104	27698
20	237984	500
19	197740	1140
11	53435	18483
19	481089	500
4	61988	33473
8	143978	19571
4	220163	21143
4	11551	35825
13	155429	11896
8	141968	23468
6	22662	30943
3	215933	23980
4	82383	24479
9	255054	11001
12	180146	11300
10	85982	24881
13	275176	4133
11	259364	11007
14	84991	14982
10	499914	627
1	377365	17638
6	185111	18213
3	250440	19241
5	224196	20274
18	77620	10146
10	126192	17795
15	55146	16830
14	428064	500
6	186430	20965
7	122860	20450
11	197110	14755
5	300599	17123
7	363347	12494
8	274049	12693
1	352901	18985
2	325667	19521
3	132240	28704
8	257984	15459
5	391340	13892
7	440086	6361
4	439257	11823
7	152714	22281
14	418427	500
5	27283	28680
5	272767	20183
15	8121	14755
8	336176	8234
6	127312	27861
1	367032	17637
9	199019	17601
10	384613	3731
2	415585	12136
11	126002	16822
7	114212	23770
6	240547	18702
21	388866	500
11	224152	8188
7	486784	5215
8	202454	17909
1	469290	16020
8	204928	16994
8	37779	25590
8	498988	1774
9	35213	20308
9	338498	7203
8	485001	2188
4	278361	20743
9	139879	16846
10	471836	500
21	26121	5656
6	175125	20368
7	328319	8309
6	310617	11504
2	125213	26760
16	228881	1784
16	30109	13019
6	41061	27867
8	79925	23525
3	49080	32889
8	99369	22246
1	346756	23013
12	380469	1682
9	239748	11933
4	283921	16579
9	199279	13867
1	249495	25070
12	497469	500
5	309679	15578
5	205247	18995
1	441094	14957
5	493155	4419
3	417798	13985
5	188635	22096
6	489676	7980
10	188702	17755
4	302816	19677
8	21957	24933
8	341563	11119
9	243902	15142
1	117657	28895
10	164647	13392
16	453058	500
9	401302	4819
14	136866	10639
17	40992	13431
3	62724	32282
7	493539	4314
7	219269	14929
10	220761	11563
5	296027	17215
1	88343	34668
8	469963	8680
14	406033	500
15	68438	14061
14	143313	11716
10	291385	11268
16	70803	10558
12	43273	15664
4	105874	27222
16	382638	500
8	463485	3403
9	496969	500
12	16491	23254
14	139360	11876
10	25074	25102
4	16829	31805
12	37761	18175
10	239916	14232
7	444905	6850
6	184055	20958
1	418297	18521
11	348851	6715
13	210827	9687
1	438715	15831
1	255251	23153
3	377524	16026
18	200242	906
4	409388	12823
11	98722	18799
4	110929	25709
8	135749	15498
6	39897	29747
8	359106	6184
16	338530	500
1	402415	18193
8	40751	26349
7	232289	16093
5	179991	22425
16	236491	5848
15	36670	15595
9	480706	4856
15	205884	7079
4	190181	22597
10	420890	795
9	147116	14646
11	446468	500
7	191491	19585
9	296548	13756
18	475404	500
11	345227	5028
6	240251	18507
6	266176	17269
5	69576	25245
6	343271	10064
1	142121	31267
4	124965	27073
1	61004	31060
9	58211	22451
1	255524	24955
11	250400	7684
2	429337	11366
9	336198	7722
12	118918	15837
8	439181	6025
1	237259	24675
8	352068	10342
4	31652	31565
14	256117	3194
8	425987	4005
5	434362	11637
4	241882	20256
11	204806	9049
1	468328	14415
13	313977	4615
11	254399	9221
3	25234	35497
16	395426	500
8	1418	24363
10	99141	21308
10	32220	23889
1	431781	15989
14	221045	7492
1	103408	33158
10	440132	500
10	437507	2227
4	314035	20595
14	8755	17165
2	406780	17028
13	43280	17880
14	149989	10498
12	47942	20810
7	202637	16967
7	448682	4384
7	23775	26600
15	264837	4276
10	244051	14319
5	431422	8458
6	340555	12192
9	398488	7174
11	305339	9491
12	190336	13109
10	33518	21088
8	200154	16761
2	151278	29104
3	39653	36868
8	448833	4552
5	494423	5756
8	132837	22140
8	239726	13292
1	122175	29534
10	2567	26741
10	369227	7347
8	44701	28702
16	354818	500
6	8615	27946
7	467018	5985
3	78512	31562
12	176156	11333
14	55073	16271
3	445618	14853
8	457706	7511
4	186632	23529
5	214303	21069
14	23559	15783
5	218997	18346
8	39463	23308
6	338529	11828
11	82820	16570
3	172527	28163
1	476786	14171
11	372284	500
5	121072	24822
1	459359	11492
5	8970	26890
14	449366	500
1	204308	22870
6	196318	19701
12	331322	4903
1	7345	39400
2	333606	23367
8	309490	10201
5	332394	14156
10	158310	14609
5	289177	18107
16	103601	6800
13	426328	500
13	466497	500
13	260290	6731
5	181230	20037
8	107256	21438
5	99264	30519
17	25858	8405
8	64466	25115
12	348105	4622
8	485565	3051
4	1763	33879
1	338768	23047
13	114086	11418
12	268276	6749
13	73414	14065
2	485209	13564
15	13425	15627
8	221335	17416
8	424676	3486
16	90621	8605
1	136239	32737
6	109371	25434
15	52014	13269
20	185377	500
15	238341	5123
12	85863	13857
6	289302	18104
12	374903	4441
13	404121	500
10	362200	5501
6	334192	12515
8	155506	16941
3	26600	32363
1	130158	33645
17	104901	6193
10	346155	8450
13	343870	3140
4	303533	18593
2	47747	33264
1	175741	27928
12	263126	8190
3	25702	32048
21	251177	500
10	110139	15555
14	336467	500
3	155726	24838
17	357300	500
7	117678	18332
13	396949	500
13	436728	500
6	351418	12788
15	251448	3880
10	480236	500
7	128025	23641
15	73877	14547
5	172823	18971
9	470514	500
5	497778	8151
2	328062	20704
3	335393	18050
8	167388	16465
10	205590	16144
13	230071	9700
7	298587	13588
14	30576	16530
10	53573	24001
11	447442	500
2	197186	25938
10	74667	19660
11	354483	4464
13	3095	20555
6	383096	10093
13	394247	500
10	9024	28064
8	24224	28664
15	15516	17917
8	226734	14351
18	494288	500
8	298985	11533
5	33699	29779
16	90587	10971
11	406961	4542
6	336080	11623
4	390858	14130
7	363829	10379
4	46588	33332
15	285597	4620
8	309257	10624
7	268084	16458
12	395802	1702
2	290195	23074
15	16354	14714
9	28524	22454
11	180534	17494
2	118650	29479
1	36400	33824
9	340439	6318
2	80115	31981
9	446915	2562
11	362957	2919
10	312146	10212
17	450980	500
13	29701	15814
3	378857	16148
7	376879	11598
1	371485	19522
10	437439	3517
5	369866	12396
1	422710	14529
7	372074	11137
10	77098	20302
2	330873	19907
17	34202	14135
15	158038	9466
1	341600	18935
1	466430	11743
11	135030	17943
5	297472	17213
12	203088	12275
4	220106	22108
4	124667	28416
10	231804	17476
1	267665	25158
8	395892	7668
6	13372	30042
3	105319	27691
5	76288	24803
2	450313	17024
5	125117	29614
8	72174	20292
4	358268	15229
4	400217	9753
3	46952	30447
13	341889	1468
1	483609	11343
1	198833	28581
9	40660	21518
1	31818	37632
4	248218	22521
8	496983	500
12	489631	500
12	335166	1846
14	157951	8806
11	306230	9574
6	459318	6874
6	380407	10396
13	463604	500
3	43403	35671
9	356418	9432
15	293808	500
14	186898	8550
3	346459	15669
6	224032	18780
11	489922	1874
7	294919	11775
9	194618	16975
14	341301	500
10	490668	958
15	270165	631
7	293930	12092
10	435190	678
6	367670	11429
9	358707	11346
8	125510	22748
6	369706	13886
8	129385	22124
1	461158	15129
5	458093	8512
9	38803	22771
7	126921	22900
9	299111	10673
8	260155	12816
14	269684	5696
12	109578	15021
3	318749	19633
1	169575	30234
14	452965	500
9	78647	22283
11	448103	500
5	76189	25814
9	222103	12445
5	403327	8160
8	195891	15938
11	440028	500
4	475462	7978
15	211257	4113
11	269482	9727
7	345729	10395
5	459745	9217
8	62686	21676
5	408581	12122
4	210580	16409
6	44669	28010
5	299027	16484
4	228532	24402
11	331673	6433
1	280158	25199
10	157943	13639
1	471058	12773
13	256935	6200
7	408695	7628
12	372942	500
9	484631	2580
7	360302	11075
9	267421	14115
7	284547	13477
2	400242	15029
10	39675	23860
7	343749	8712
6	23090	29667
1	435347	15287
14	392289	500
6	400560	8848
10	301910	11139
12	185379	11346
10	70693	21031
5	43723	32209
9	422451	2092
7	341157	11208
9	454315	2716
9	73639	22973
2	491612	10679
8	301437	13099
10	465770	523
2	461526	13564
10	258356	8693
2	199057	28150
11	43979	21387
21	307712	500
1	459293	17064
5	187542	22380
7	55691	24887
12	9764	17161
14	369347	500
3	364952	16825
10	286915	7684
6	220228	19468
10	460000	2340
3	404153	16976
15	440846	500
8	35468	25788
16	223118	3420
4	35839	29577
10	265697	11285
10	382363	4537
5	293926	18725
8	157150	19791
4	291863	18526
3	151027	26375
7	198239	18038
4	400270	12991
13	206199	13015
7	341014	13054
15	216966	2376
13	421633	2086
11	267553	9420
4	493623	5508
5	486408	11963
6	270537	18513
11	283379	6796
8	323368	11118
16	446631	500
8	369591	6983
13	117046	13226
6	485372	9461
3	50461	29814
3	94004	33421
2	434219	13640
1	151660	26187
1	348218	16683
10	148789	14528
5	223145	21918
11	270693	12335
20	102699	5207
8	181353	16712
4	342187	18627
4	409401	13646
8	301516	8139
4	334805	15264
9	15311	23380
4	197574	23136
1	439985	13964
1	259765	21946
15	310874	838
9	132115	18655
8	295881	12680
9	76485	21784
17	361919	500
5	440318	7563
4	271962	18089
6	199866	19600
10	300279	11201
18	340482	500
7	371638	8730
1	452967	16960
1	425360	17023
19	267747	500
10	122282	22351
7	361638	11451
11	98657	17567
6	18692	27062
5	387988	12562
6	237009	23080
11	379571	3652
8	403711	8190
1	319523	22910
4	57064	28653
7	41772	26032
3	260454	18953
8	191172	20737
14	221064	8258
14	307094	5979
15	118527	13633
1	130174	32245
1	167428	28955
9	10839	25658
11	347105	6660
16	133312	9245
9	148627	21058
5	287951	18168
16	442545	500
6	58648	27185
6	127647	24479
11	409472	2884
8	355881	10487
15	222022	5301
20	154059	3781
11	33172	22626
3	110118	26539
4	274351	19330
8	374803	8617
8	63267	23456
12	77040	15119
3	86749	33094
1	396896	19344
8	228581	19148
11	388905	500
5	476943	5780
3	211974	26555
18	194267	2448
10	297270	5219
6	439737	6791
7	52943	25946
5	102728	26078
7	336226	13289
7	90109	23795
10	389069	2522
8	32422	24739
6	253835	22529
1	24017	37415
11	491111	500
16	45047	12598
11	491306	500
7	381668	9763
11	345645	4839
11	141639	15598
15	69015	14584
5	360505	11852
17	477931	500
3	350992	14548
9	326464	11273
14	78199	12747
8	257181	14592
1	374535	17010
9	440966	4460
4	489563	12849
3	238959	21562
7	471831	4246
7	131979	22828
12	120895	14595
13	154104	16647
12	91551	14001
1	495608	18316
8	38956	26030
1	254381	21681
