"year" "area" "price"
"5036" 19 94 65883
"5037" 5 36 39398
"5038" 25 31 5000
"5039" 1 86 95297
"5040" 27 40 5000
"5041" 19 36 10833
"5042" 15 35 18941
"5043" 27 50 8383
"5044" 19 39 14932
"5045" 23 49 15354
"5046" 24 77 40411
"5047" 1 44 54658
"5048" 4 46 51144
"5049" 1 51 61661
"5050" 9 37 32084
"5051" 25 109 68941
"5052" 20 32 5000
"5053" 28 36 5000
"5054" 30 86 36913
"5055" 16 41 21770
"5056" 27 44 5000
"5057" 26 117 74291
"5058" 13 72 57711
"5059" 26 70 29934
"5060" 17 30 9567
"5061" 8 34 31325
"5062" 30 62 13497
"5063" 12 35 23516
"5064" 24 34 5000
"5065" 24 32 5000
"5066" 14 32 17025
"5067" 1 36 46388
"5068" 13 40 26756
"5069" 2 31 40758
"5070" 21 64 33183
"5071" 21 35 5905
"5072" 16 45 25133
"5073" 16 33 14909
"5074" 22 63 31232
"5075" 3 51 58576
"5076" 18 93 68275
"5077" 9 38 34295
"5078" 1 39 49949
"5079" 2 34 43320
"5080" 20 31 5000
"5081" 29 52 6291
"5082" 24 76 38808
"5083" 13 64 49306
"5084" 13 52 39032
"5085" 9 69 62624
"5086" 11 46 36512
"5087" 1 53 62369
"5088" 27 68 25424
"5089" 25 83 43139
"5090" 24 46 11556
"5091" 25 34 5000
"5092" 17 43 23427
"5093" 13 57 43066
"5094" 17 46 24152
"5095" 28 46 5000
"5096" 19 43 18395
"5097" 30 33 5000
"5098" 12 69 57295
"5099" 17 36 15182
"5100" 10 30 23080
"5101" 28 38 5000
"5102" 30 32 5000
"5103" 21 40 10914
"5104" 27 41 5000
"5105" 25 41 5000
"5106" 20 52 25146
"5107" 4 44 48383
"5108" 19 46 20886
"5109" 13 60 45994
"5110" 6 47 47874
"5111" 19 43 17631
"5112" 2 97 102894
"5113" 2 37 45699
"5114" 12 61 49461
"5115" 11 43 33458
"5116" 23 37 5000
"5117" 9 41 35449
"5118" 12 36 25446
"5119" 9 68 61477
"5120" 20 58 28559
"5121" 17 32 11358
"5122" 29 41 5000
"5123" 15 37 20296
"5124" 26 54 13597
"5125" 9 32 26850
"5126" 13 33 20508
"5127" 5 31 34017
"5128" 22 46 14570
"5129" 28 64 19827
"5130" 27 39 5000
"5131" 25 50 12658
"5132" 10 55 47557
"5133" 9 37 32148
"5134" 13 74 59149
"5135" 30 82 33210
"5136" 23 59 25181
"5137" 26 91 49335
"5138" 4 44 48431
"5139" 13 65 50574
"5140" 23 40 6980
"5141" 12 40 28262
"5142" 13 59 44780
"5143" 22 43 11791
"5144" 10 31 24951
"5145" 13 55 41131
"5146" 28 49 5569
"5147" 6 60 60191
"5148" 1 31 42391
"5149" 25 51 13159
"5150" 30 77 28158
"5151" 24 41 5166
"5152" 18 43 21047
"5153" 0 69 80231
"5154" 20 33 5727
"5155" 11 31 22505
"5156" 2 33 42363
"5157" 11 51 41351
"5158" 3 35 41941
"5159" 27 79 36471
"5160" 2 42 50623
"5161" 30 34 5000
"5162" 3 63 68940
"5163" 5 75 76023
"5164" 0 41 52795
"5165" 24 31 5000
"5166" 11 41 31289
"5167" 29 50 5000
"5168" 20 56 27492
"5169" 6 31 32132
"5170" 9 33 28369
"5171" 14 81 64248
"5172" 5 39 42032
"5173" 28 84 39020
"5174" 22 87 53614
"5175" 2 36 44867
"5176" 5 30 33708
"5177" 21 35 6797
"5178" 10 41 33001
"5179" 5 31 34315
"5180" 21 36 7345
"5181" 7 38 37136
"5182" 26 30 5000
"5183" 1 33 44677
"5184" 23 45 11799
"5185" 21 60 29132
"5186" 0 36 49875
"5187" 13 49 34925
"5188" 19 39 13918
"5189" 4 66 69818
"5190" 7 89 85590
"5191" 25 32 5000
"5192" 14 34 19323
"5193" 23 37 5000
"5194" 22 41 9570
"5195" 14 38 23467
"5196" 27 58 16873
"5197" 15 33 16524
"5198" 26 42 5000
"5199" 9 98 90514
"5200" 21 32 5000
"5201" 19 162 130647
"5202" 3 48 54214
"5203" 6 46 46813
"5204" 2 39 48177
"5205" 22 35 5000
"5206" 11 86 74905
"5207" 4 49 54047
"5208" 29 43 5000
"5209" 4 54 58685
"5210" 22 53 22035
"5211" 21 58 28098
"5212" 19 45 20023
"5213" 11 73 62111
"5214" 20 43 16016
"5215" 14 31 16341
"5216" 1 61 70019
"5217" 18 45 21868
"5218" 21 31 5000
"5219" 11 71 60059
"5220" 25 74 35408
"5221" 13 55 40310
"5222" 26 35 5000
"5223" 16 34 14498
"5224" 15 34 17917
"5225" 2 36 44563
"5226" 5 125 124154
"5227" 10 54 45944
"5228" 11 43 33600
"5229" 20 90 61406
"5230" 30 34 5000
"5231" 19 35 9302
"5232" 24 42 7140
"5233" 2 36 44730
"5234" 17 87 63776
"5235" 16 39 20557
"5236" 25 41 5000
"5237" 12 48 36960
"5238" 22 80 47344
"5239" 11 34 24995
"5240" 23 58 23584
"5241" 21 31 5000
"5242" 12 66 53724
"5243" 9 77 69880
"5244" 27 38 5000
"5245" 29 30 5000
"5246" 18 35 11728
"5247" 25 50 11680
"5248" 27 47 6520
"5249" 18 33 11172
"5250" 25 47 10635
"5251" 27 36 5000
"5252" 5 35 38764
"5253" 16 34 14668
"5254" 25 49 12443
"5255" 14 41 25507
"5256" 4 55 58477
"5257" 2 40 49464
"5258" 10 49 42661
"5259" 1 41 52259
"5260" 25 75 36316
"5261" 17 67 43774
"5262" 18 49 25158
"5263" 24 36 5000
"5264" 28 66 21165
"5265" 13 67 52361
"5266" 7 32 31541
"5267" 9 57 51201
"5268" 13 102 86238
"5269" 5 38 40957
"5270" 29 42 5000
"5271" 6 38 38852
"5272" 21 33 5000
"5273" 4 30 35747
"5274" 24 69 32263
"5275" 13 32 19496
"5276" 29 32 5000
"5277" 23 40 7778
"5278" 23 87 51836
"5279" 9 33 28734
"5280" 22 44 12156
"5281" 3 100 104044
"5282" 0 82 93463
"5283" 15 84 64949
"5284" 26 47 7945
"5285" 1 32 43491
"5286" 23 66 31147
"5287" 4 75 78263
"5288" 24 50 13925
"5289" 16 46 26568
"5290" 16 35 16393
"5291" 9 39 34213
"5292" 30 69 21414
"5293" 9 79 71584
"5294" 0 31 44549
"5295" 24 65 29367
"5296" 18 89 62991
"5297" 2 41 50007
"5298" 11 35 26558
"5299" 28 38 5000
"5300" 19 38 13307
"5301" 7 31 30234
"5302" 23 32 5000
"5303" 0 49 61989
"5304" 22 75 42156
"5305" 29 35 5000
"5306" 6 52 53305
"5307" 8 46 42001
"5308" 27 31 5000
"5309" 17 55 33311
"5310" 23 43 9900
"5311" 29 35 5000
"5312" 11 38 28727
"5313" 11 31 22662
"5314" 17 41 19181
"5315" 1 70 78645
"5316" 30 79 29502
"5317" 13 33 20501
"5318" 3 39 46135
"5319" 20 34 7674
"5320" 4 68 72358
"5321" 4 35 41194
"5322" 1 42 52707
"5323" 28 44 5000
"5324" 5 55 56332
"5325" 7 38 38519
"5326" 17 50 28192
"5327" 1 31 41584
"5328" 4 175 172947
"5329" 14 33 18289
"5330" 23 38 5677
"5331" 21 41 12148
"5332" 10 44 37581
"5333" 14 45 29850
"5334" 12 78 65758
"5335" 2 35 43356
"5336" 4 66 69471
"5337" 28 65 20478
"5338" 15 31 14623
"5339" 3 40 46159
"5340" 15 34 17500
"5341" 12 67 54757
"5342" 17 67 45154
"5343" 16 31 11924
"5344" 15 54 37145
"5345" 25 51 14349
"5346" 22 52 20515
"5347" 7 31 30253
"5348" 16 49 31012
"5349" 19 93 64801
"5350" 0 45 57883
"5351" 24 46 11285
"5352" 22 68 35164
"5353" 20 40 14012
"5354" 4 98 100094
"5355" 13 34 21234
"5356" 3 38 44941
"5357" 11 67 56528
"5358" 9 36 31158
"5359" 2 39 49114
"5360" 12 56 44491
"5361" 18 57 33513
"5362" 6 34 35124
"5363" 15 34 17012
"5364" 25 44 7013
"5365" 18 40 17501
"5366" 26 50 9975
"5367" 19 73 45294
"5368" 10 51 43698
"5369" 12 62 49836
"5370" 2 46 54659
"5371" 26 81 40415
"5372" 18 53 30215
"5373" 5 45 47496
"5374" 15 30 12023
"5375" 11 34 25504
"5376" 30 31 5000
"5377" 24 39 5000
"5378" 17 65 43411
"5379" 21 59 29000
"5380" 11 33 23661
"5381" 26 34 5000
"5382" 23 34 5000
"5383" 17 42 21321
"5384" 0 37 50356
"5385" 0 30 43759
"5386" 6 70 68923
"5387" 12 82 68583
"5388" 28 32 5000
"5389" 14 47 31186
"5390" 26 35 5000
"5391" 9 65 59523
"5392" 29 61 15099
"5393" 24 41 5812
"5394" 3 79 84183
"5395" 26 81 39289
"5396" 15 39 22216
"5397" 0 51 62375
"5398" 9 61 54641
"5399" 20 32 5076
"5400" 2 33 42721
"5401" 21 37 8145
"5402" 1 37 47491
"5403" 20 30 5000
"5404" 3 51 57811
"5405" 12 31 21385
"5406" 17 52 29580
"5407" 4 36 41118
"5408" 12 35 24422
"5409" 11 35 26742
"5410" 9 47 42416
"5411" 20 32 5268
"5412" 18 34 11784
"5413" 20 44 16281
"5414" 11 67 56493
"5415" 18 37 13284
"5416" 1 33 43528
"5417" 7 50 48814
"5418" 13 72 57676
"5419" 20 39 11118
"5420" 27 31 5000
"5421" 27 52 10636
"5422" 8 44 40923
"5423" 14 34 19537
"5424" 16 40 21482
"5425" 14 38 23058
"5426" 4 57 60283
"5427" 22 41 9871
"5428" 18 33 10488
"5429" 27 37 5000
"5430" 13 39 25906
"5431" 18 31 9063
"5432" 10 45 37305
"5433" 10 66 59015
"5434" 19 34 9998
"5435" 10 48 40652
"5436" 9 83 76186
"5437" 13 31 18576
"5438" 12 52 40605
"5439" 24 45 9604
"5440" 17 31 10271
"5441" 9 35 30121
"5442" 4 80 82902
"5443" 4 50 54738
"5444" 6 104 101685
"5445" 14 52 36435
"5446" 4 83 86231
"5447" 6 56 56484
"5448" 7 37 36083
"5449" 7 65 62378
"5450" 6 76 75455
"5451" 29 41 5000
"5452" 13 49 36090
"5453" 10 66 58073
"5454" 18 31 8583
"5455" 20 31 5000
"5456" 29 32 5000
"5457" 17 62 40063
"5458" 15 38 21024
"5459" 14 34 18828
"5460" 3 50 56654
"5461" 26 49 10026
"5462" 29 33 5000
"5463" 23 40 6594
"5464" 17 44 22036
"5465" 25 67 29330
"5466" 4 47 52029
"5467" 18 44 21294
"5468" 24 48 12210
"5469" 2 52 60076
"5470" 26 30 5000
"5471" 28 33 5000
"5472" 7 49 48834
"5473" 24 34 5000
"5474" 22 41 10012
"5475" 24 30 5000
"5476" 10 55 46428
"5477" 22 48 16528
"5478" 14 38 23149
"5479" 20 47 20244
"5480" 10 56 48801
"5481" 3 35 42429
"5482" 26 88 46041
"5483" 5 42 45161
"5484" 7 40 38813
"5485" 11 61 50522
"5486" 20 44 17415
"5487" 19 38 13840
"5488" 19 33 8585
"5489" 12 41 30422
"5490" 30 47 5000
"5491" 1 69 77382
"5492" 5 82 82637
"5493" 11 78 66930
"5494" 30 34 5000
"5495" 14 43 27988
"5496" 28 31 5000
"5497" 5 40 43840
"5498" 5 30 32947
"5499" 15 140 118607
"5500" 22 37 6123
"5501" 11 32 24081
"5502" 20 31 5369
"5503" 26 36 5000
"5504" 10 31 25018
"5505" 3 38 45905
"5506" 25 51 13460
"5507" 8 43 40044
"5508" 26 32 5000
"5509" 30 48 5000
"5510" 16 43 23639
"5511" 16 33 15187
"5512" 7 42 40614
"5513" 23 47 12356
"5514" 1 39 50584
"5515" 28 45 5000
"5516" 24 30 5000
"5517" 23 34 5000
"5518" 9 65 57849
"5519" 21 32 5000
"5520" 3 86 91005
"5521" 10 36 28990
"5522" 8 33 29972
"5523" 13 55 40225
"5524" 26 59 18827
"5525" 22 31 5000
"5526" 29 42 5000
"5527" 19 32 7761
"5528" 8 39 36745
"5529" 17 32 11178
"5530" 1 53 62962
"5531" 12 35 24774
"5532" 27 96 51912
"5533" 19 37 12670
"5534" 25 59 20985
"5535" 1 35 47385
"5536" 14 31 16059
"5537" 11 46 36149
"5538" 16 67 46266
"5539" 17 33 12973
"5540" 25 67 28699
"5541" 23 46 11711
"5542" 26 37 5000
"5543" 28 74 28644
"5544" 8 30 28101
"5545" 16 52 32042
"5546" 4 35 39722
"5547" 18 37 14307
"5548" 2 30 38755
"5549" 4 34 39030
"5550" 18 72 47563
"5551" 4 64 66939
"5552" 11 38 28563
"5553" 3 108 110977
"5554" 20 43 16455
"5555" 5 34 36480
"5556" 13 50 36906
"5557" 13 90 74835
"5558" 10 44 36489
"5559" 25 51 12459
"5560" 6 37 38428
"5561" 26 40 5000
"5562" 12 52 40596
"5563" 3 37 42814
"5564" 13 36 23016
"5565" 18 48 24650
"5566" 12 78 65507
"5567" 12 35 23449
"5568" 0 41 52920
"5569" 6 53 53332
"5570" 14 38 22479
"5571" 24 70 34224
"5572" 13 35 22526
"5573" 16 56 35419
"5574" 30 30 5000
"5575" 14 71 54450
"5576" 18 34 11534
"5577" 17 48 25423
"5578" 1 62 71921
"5579" 5 41 44265
"5580" 16 58 38192
"5581" 20 59 31109
"5582" 27 42 5000
"5583" 10 37 30067
"5584" 2 40 49508
"5585" 23 58 23716
"5586" 7 39 38351
"5587" 10 98 87612
"5588" 1 46 57179
"5589" 24 84 45893
"5590" 12 31 21108
"5591" 26 37 5000
"5592" 19 65 39337
"5593" 25 33 5000
"5594" 11 61 51173
"5595" 11 77 66099
"5596" 20 57 29911
"5597" 26 31 5000
"5598" 11 38 28932
"5599" 21 34 5293
"5600" 21 92 59823
"5601" 3 39 46327
"5602" 18 79 54081
"5603" 14 37 22694
"5604" 13 75 61433
"5605" 27 53 11579
"5606" 30 116 65141
"5607" 4 54 57502
"5608" 17 39 17865
"5609" 29 75 27890
"5610" 16 43 23536
"5611" 1 33 44104
"5612" 11 70 58801
"5613" 3 34 40382
"5614" 11 89 77109
"5615" 2 76 82417
"5616" 6 48 48879
"5617" 25 49 11997
"5618" 8 61 56849
"5619" 23 48 15096
"5620" 20 85 56563
"5621" 6 54 54929
"5622" 4 48 52564
"5623" 14 34 19319
"5624" 25 60 21711
"5625" 19 56 30402
"5626" 9 62 56001
"5627" 23 70 35724
"5628" 2 43 51878
"5629" 25 35 5000
"5630" 1 92 100800
"5631" 19 96 68521
"5632" 14 93 74466
"5633" 10 39 32148
"5634" 27 140 94331
"5635" 25 35 5000
"5636" 11 69 58021
"5637" 22 43 11543
"5638" 1 54 64327
"5639" 24 41 5000
"5640" 16 35 16340
"5641" 22 39 8480
"5642" 13 33 20194
"5643" 14 33 19574
"5644" 11 43 33165
"5645" 28 32 5000
"5646" 18 34 11912
"5647" 0 43 54696
"5648" 18 32 9277
"5649" 17 49 27812
"5650" 27 38 5000
"5651" 18 42 18557
"5652" 4 57 60567
"5653" 24 41 5000
"5654" 0 33 45853
"5655" 4 47 52299
"5656" 22 36 5055
"5657" 25 51 13323
"5658" 1 36 47482
"5659" 10 51 43978
"5660" 20 50 22588
"5661" 14 40 24875
"5662" 0 34 47004
"5663" 21 32 5000
"5664" 22 30 5000
"5665" 5 55 57049
"5666" 23 53 19419
"5667" 18 49 26597
"5668" 23 30 5000
"5669" 1 66 74892
"5670" 10 98 87869
"5671" 26 44 5000
"5672" 19 32 7590
"5673" 26 31 5000
"5674" 21 52 22118
"5675" 29 31 5000
"5676" 12 30 19319
"5677" 14 31 16128
"5678" 3 30 37987
"5679" 7 57 55058
"5680" 23 65 29816
"5681" 23 31 5000
"5682" 20 38 10801
"5683" 21 30 5000
"5684" 15 40 23182
"5685" 26 30 5000
"5686" 26 46 6943
"5687" 1 76 84200
"5688" 25 34 5000
"5689" 2 48 57154
"5690" 15 47 30426
"5691" 24 41 6307
"5692" 6 54 54207
"5693" 4 61 64565
"5694" 3 31 38378
"5695" 29 75 28387
"5696" 13 30 17837
"5697" 26 130 86728
"5698" 12 69 56003
"5699" 29 34 5000
"5700" 5 43 45062
"5701" 22 71 37968
"5702" 13 40 26839
"5703" 28 40 5000
"5704" 6 31 32934
"5705" 14 75 57906
"5706" 8 72 67453
"5707" 21 86 55259
"5708" 21 55 25289
"5709" 13 33 20057
"5710" 10 42 34772
"5711" 24 79 42111
"5712" 3 49 54882
"5713" 28 89 43695
"5714" 12 55 44393
"5715" 5 34 36796
"5716" 21 59 28656
"5717" 20 33 6132
"5718" 19 49 23970
"5719" 17 79 56484
"5720" 18 92 66986
"5721" 20 53 25479
"5722" 7 51 49176
"5723" 5 33 36453
"5724" 16 36 17451
"5725" 17 53 30682
"5726" 7 42 41067
"5727" 8 44 41130
"5728" 10 47 39710
"5729" 16 82 59796
"5730" 4 34 39575
"5731" 13 55 41781
"5732" 22 52 20899
"5733" 6 50 49773
"5734" 10 32 25160
"5735" 17 38 17399
"5736" 13 59 45031
"5737" 21 39 9736
"5738" 11 31 23137
"5739" 16 45 25401
"5740" 17 36 15505
"5741" 4 31 36078
"5742" 26 36 5000
"5743" 23 31 5000
"5744" 26 81 39939
"5745" 1 37 48994
"5746" 1 31 41722
"5747" 27 47 5197
"5748" 3 32 40400
"5749" 28 41 5000
"5750" 8 42 38686
"5751" 6 32 32863
"5752" 27 33 5000
"5753" 26 37 5000
"5754" 28 59 14458
"5755" 28 50 5650
"5756" 13 71 57334
"5757" 7 37 36807
"5758" 21 38 8621
"5759" 18 61 37004
"5760" 19 115 85307
"5761" 1 33 44631
"5762" 10 39 31312
"5763" 29 60 13774
"5764" 16 40 21210
"5765" 7 37 35716
"5766" 18 37 14141
"5767" 9 44 38114
"5768" 16 35 16686
"5769" 8 59 55636
"5770" 19 33 9006
"5771" 11 35 26193
"5772" 14 48 31516
"5773" 20 35 7780
"5774" 18 63 38300
"5775" 17 62 39523
"5776" 15 34 17718
"5777" 29 78 30233
"5778" 5 31 33949
"5779" 27 39 5000
"5780" 27 53 11170
"5781" 18 56 31758
"5782" 11 64 54735
"5783" 10 38 31105
"5784" 22 66 33922
"5785" 12 44 33239
"5786" 19 72 45376
"5787" 26 99 57446
"5788" 24 69 33610
"5789" 25 36 5000
"5790" 28 65 20362
"5791" 6 45 46309
"5792" 13 92 76114
"5793" 26 39 5000
"5794" 29 128 78100
"5795" 24 37 5000
"5796" 19 60 33968
"5797" 3 37 44031
"5798" 6 65 65016
"5799" 7 38 36293
"5800" 18 58 34068
"5801" 9 81 73878
"5802" 6 90 88814
"5803" 4 50 53798
"5804" 3 38 45790
"5805" 10 33 26131
"5806" 8 31 28517
"5807" 14 61 45140
"5808" 23 32 5000
"5809" 8 99 92974
"5810" 10 33 26004
"5811" 27 47 6080
"5812" 28 37 5000
"5813" 26 35 5000
"5814" 19 36 12135
"5815" 16 100 77593
"5816" 13 41 26723
"5817" 17 36 15559
"5818" 10 43 34756
"5819" 6 55 56229
"5820" 20 39 11636
"5821" 23 38 5000
"5822" 4 73 76227
"5823" 17 49 27075
"5824" 13 48 34709
"5825" 5 59 61100
"5826" 29 39 5000
"5827" 15 70 51953
"5828" 24 31 5000
"5829" 11 36 28131
"5830" 11 75 64637
"5831" 6 38 38676
"5832" 14 58 42693
"5833" 10 55 46676
"5834" 2 62 70099
"5835" 7 55 52986
"5836" 16 30 10372
"5837" 4 31 36170
"5838" 1 42 52558
"5839" 8 44 41185
"5840" 17 30 10713
"5841" 3 43 50102
"5842" 21 127 94247
"5843" 30 36 5000
"5844" 11 33 24366
"5845" 6 39 39397
"5846" 25 38 5000
"5847" 19 38 12922
"5848" 6 47 47364
"5849" 1 35 46377
"5850" 22 35 5000
"5851" 6 54 53988
"5852" 5 50 53002
"5853" 1 45 56047
"5854" 25 38 5000
"5855" 17 47 25770
"5856" 21 48 18752
"5857" 23 39 5679
"5858" 19 62 35665
"5859" 11 32 24444
"5860" 27 31 5000
"5861" 8 37 34211
"5862" 4 42 46677
"5863" 21 88 56904
"5864" 25 113 73088
"5865" 9 38 32776
"5866" 22 51 19761
"5867" 29 47 5000
"5868" 8 45 41729
"5869" 26 64 24501
"5870" 8 64 59604
"5871" 14 33 17830
"5872" 29 39 5000
"5873" 25 50 11803
"5874" 27 44 5000
"5875" 7 55 53472
"5876" 23 61 26546
"5877" 5 36 38399
"5878" 30 55 7739
"5879" 30 67 17642
"5880" 9 37 31784
"5881" 3 46 53249
"5882" 8 31 28392
"5883" 26 34 5000
"5884" 6 51 51097
"5885" 29 41 5000
"5886" 28 136 87886
"5887" 20 32 5284
"5888" 12 50 38476
"5889" 26 40 5000
"5890" 27 97 53894
"5891" 28 57 12866
"5892" 16 70 49442
"5893" 21 40 10845
"5894" 5 32 34708
"5895" 16 44 24359
"5896" 2 45 53676
"5897" 22 55 23593
"5898" 25 32 5000
"5899" 2 36 46146
"5900" 3 33 39930
"5901" 14 96 78416
"5902" 4 31 35381
"5903" 7 41 40017
"5904" 20 80 51128
"5905" 27 48 6164
"5906" 4 33 37622
"5907" 22 32 5000
"5908" 1 69 78059
"5909" 11 39 30106
"5910" 16 62 41711
"5911" 18 53 29044
"5912" 11 57 47302
"5913" 26 36 5000
"5914" 10 42 34367
"5915" 10 41 33129
"5916" 15 41 23770
"5917" 20 38 11269
"5918" 11 101 89296
"5919" 18 50 26266
"5920" 30 95 46245
"5921" 5 43 45789
"5922" 26 51 11543
"5923" 2 42 50299
"5924" 27 46 5518
"5925" 30 65 17647
"5926" 9 34 29738
"5927" 4 44 49593
"5928" 23 80 45503
"5929" 3 37 44491
"5930" 21 87 55625
"5931" 24 72 36054
"5932" 5 47 49878
"5933" 21 41 11481
"5934" 20 87 57261
"5935" 20 40 12949
"5936" 18 41 18493
"5937" 1 34 45582
"5938" 24 35 5000
"5939" 12 53 40839
"5940" 18 33 10014
"5941" 7 39 37660
"5942" 17 41 19942
"5943" 5 40 42504
"5944" 24 76 38519
"5945" 20 49 20881
"5946" 19 33 8281
"5947" 23 47 13327
"5948" 22 35 5000
"5949" 13 36 22647
"5950" 27 69 26059
"5951" 7 41 40321
"5952" 27 64 22215
"5953" 17 36 15188
"5954" 5 71 72359
"5955" 13 35 21717
"5956" 18 69 44117
"5957" 25 40 5000
"5958" 7 54 52084
"5959" 25 40 5000
"5960" 29 58 11757
"5961" 16 44 25399
"5962" 20 70 40583
"5963" 28 48 5000
"5964" 21 54 23842
"5965" 21 54 25137
"5966" 4 30 35363
"5967" 13 55 40527
"5968" 27 80 36886
"5969" 3 41 47974
"5970" 19 50 24674
"5971" 4 45 50406
"5972" 6 30 32258
"5973" 29 32 5000
"5974" 23 49 15643
"5975" 7 37 35306
"5976" 29 41 5000
"5977" 12 31 20476
"5978" 30 52 5000
"5979" 1 33 45296
"5980" 7 58 55774
"5981" 21 35 5599
"5982" 9 60 53703
"5983" 10 36 29463
"5984" 15 35 18673
"5985" 6 58 58694
"5986" 9 30 25759
"5987" 21 49 19072
"5988" 2 53 60721
"5989" 25 34 5000
"5990" 19 36 10787
"5991" 16 70 50211
"5992" 23 33 5000
"5993" 14 55 40121
"5994" 6 53 52811
"5995" 13 53 39625
"5996" 11 47 37524
"5997" 18 96 70270
"5998" 4 44 48240
"5999" 22 46 15501
"6000" 5 33 36455
"6001" 22 39 8102
"6002" 19 46 20409
"6003" 13 77 62115
"6004" 13 44 30793
"6005" 17 56 34436
"6006" 21 54 23888
"6007" 24 61 25456
"6008" 29 57 10799
"6009" 23 34 5000
"6010" 3 52 58407
"6011" 4 32 37664
"6012" 5 46 48997
"6013" 26 73 31937
"6014" 9 70 63106
"6015" 10 43 35844
"6016" 25 32 5000
"6017" 1 36 47934
"6018" 4 37 41642
"6019" 2 56 63073
"6020" 24 49 13690
"6021" 24 62 26259
"6022" 8 42 39603
"6023" 24 36 5000
"6024" 15 80 60435
"6025" 3 50 56559
"6026" 11 33 25759
"6027" 21 52 21689
"6028" 28 51 7860
"6029" 10 67 59113
"6030" 17 70 47687
"6031" 10 73 64663
"6032" 2 89 95029
"6033" 11 35 25883
"6034" 5 42 45036
"6035" 13 32 20450
"6036" 20 103 73301
"6037" 7 43 40328
"6038" 23 32 5000
"6039" 16 130 106351
"6040" 12 57 45626
"6041" 12 41 30657
"6042" 18 38 14794
"6043" 1 41 52122
"6044" 10 50 41955
"6045" 9 33 28357
"6046" 19 33 8170
"6047" 16 78 56999
"6048" 10 49 41146
"6049" 12 35 23856
"6050" 11 31 22836
"6051" 20 30 5000
"6052" 11 34 25423
"6053" 17 48 26753
"6054" 24 39 5000
"6055" 15 44 26176
"6056" 10 47 39290
"6057" 7 34 33863
"6058" 27 38 5000
"6059" 26 46 6385
"6060" 0 31 44535
"6061" 11 40 30980
"6062" 2 34 44172
"6063" 12 159 141954
"6064" 0 72 83168
"6065" 9 77 71127
"6066" 25 38 5000
"6067" 17 129 103395
"6068" 24 55 19751
"6069" 18 92 66682
"6070" 12 86 73354
"6071" 29 39 5000
"6072" 14 39 23654
"6073" 14 90 71643
"6074" 8 53 49848
"6075" 10 78 69785
"6076" 19 63 36280
"6077" 22 32 5000
"6078" 17 63 40658
"6079" 7 43 41416
"6080" 10 45 37067
"6081" 28 32 5000
"6082" 14 44 28710
"6083" 17 34 12970
"6084" 14 51 35590
"6085" 25 33 5000
"6086" 29 41 5000
"6087" 11 39 29661
"6088" 18 68 44167
"6089" 3 42 48774
"6090" 14 42 26788
"6091" 28 43 5000
"6092" 6 35 36996
"6093" 20 33 6121
"6094" 30 49 5000
"6095" 3 77 83294
"6096" 16 37 18752
"6097" 3 37 43654
"6098" 2 48 56366
"6099" 21 39 8819
"6100" 20 52 24103
"6101" 14 35 20688
"6102" 9 89 81492
"6103" 1 51 62250
"6104" 2 45 54147
"6105" 13 33 20386
"6106" 25 77 38458
"6107" 14 109 90614
"6108" 22 57 25505
"6109" 11 41 31677
"6110" 1 41 51248
"6111" 16 76 55220
"6112" 9 45 40080
"6113" 7 43 42458
"6114" 11 37 28090
"6115" 20 45 17849
"6116" 28 31 5000
"6117" 19 44 19817
"6118" 3 35 41878
"6119" 20 44 16231
"6120" 6 34 35287
"6121" 20 49 21283
"6122" 27 32 5000
"6123" 8 58 53200
"6124" 7 58 55747
"6125" 15 50 32990
"6126" 23 39 5565
"6127" 26 78 37562
"6128" 2 58 66440
"6129" 19 46 21138
"6130" 27 61 19172
"6131" 12 82 69727
"6132" 24 31 5000
"6133" 4 33 38234
"6134" 19 129 99886
"6135" 13 79 64547
"6136" 19 66 39547
"6137" 3 50 56450
"6138" 28 43 5000
"6139" 24 33 5000
"6140" 11 30 21812
"6141" 14 78 61534
"6142" 3 35 42956
"6143" 19 37 12331
"6144" 27 47 6291
"6145" 6 41 41697
"6146" 16 39 19817
"6147" 18 106 80002
"6148" 15 48 30429
"6149" 17 61 39136
"6150" 16 47 27815
"6151" 9 43 37407
"6152" 11 63 52579
"6153" 11 35 25902
"6154" 3 36 42518
"6155" 19 119 90044
"6156" 11 32 22986
"6157" 16 33 14688
"6158" 0 43 56318
"6159" 19 33 8432
"6160" 19 33 8351
"6161" 9 36 31569
"6162" 23 50 16617
"6163" 26 53 13221
"6164" 4 63 66737
"6165" 7 50 48680
"6166" 1 36 48053
"6167" 20 32 5206
"6168" 18 73 49001
"6169" 22 39 7485
"6170" 15 39 21680
"6171" 7 46 44679
"6172" 9 62 55618
"6173" 7 34 33035
"6174" 9 32 26934
"6175" 23 66 30937
"6176" 13 45 32128
"6177" 4 38 43674
"6178" 29 39 5000
"6179" 12 47 35469
"6180" 28 34 5000
"6181" 5 42 45071
"6182" 6 31 32174
"6183" 11 46 37161
"6184" 9 36 31687
"6185" 22 33 5000
"6186" 16 31 12448
"6187" 14 67 50208
"6188" 12 50 38251
"6189" 7 52 50221
"6190" 16 31 12235
"6191" 18 95 69879
"6192" 5 33 36098
"6193" 2 46 55807
"6194" 17 39 18025
"6195" 21 31 5000
"6196" 3 40 46907
"6197" 3 60 66024
"6198" 26 52 12917
"6199" 24 35 5000
"6200" 18 40 17078
